Stock No,v_name,price,chassis,Model,Make,Boby type,Transmission,Model Year,Mileage,Location,Drive,Engine Size,Steering,Color,Fuel,Seats,Doors,Dimension,Weight, Scrap Date,Source,Link
A0309236,Toyota Raum 2005,$2300,NCZ20-0069555,RAUM,Toyota, ,Automatic,2005,141060km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,4.04mx1.69mx1.53m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309236-toyota-raum-2005.html
A0309228,MercedesBenz C200 2011,$6000,204048-557782,C200,MERCEDES BENZ, ,Automatic,2011,83307km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.61×1.77×1.43 m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309228-mercedes%E7%87%BDenz-c200-2011.html
A0309242,Toyota Wish 2005,$2600,ZNE10-0233484,WISH,Toyota, ,Automatic,2005,100873km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.56×1.69×1.59 m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309242-toyota-wish-2005.html
A0309216,Toyota Ractis 2008,$2400,NCP100-0103472,RACTIS,Toyota, ,Automatic,2008,194816km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309216-toyota-ractis-2008.html
A0309223,Mazda Demio 2014,$3500,DJ5FS-103241,DEMIO,Mazda, ,Automatic,2014,125595km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.91×1.69×1.47 m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309223-mazda-demio-2014.html
A0309237,Honda Fit 2004,$1800,GD1-2018458,FIT,Honda, ,Automatic,2004,147125km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:09:56,ufsauto,https://ufsauto.com/a0309237-honda-fit-2004.html
A0309245,Volkswagen Golf 2010,$2600,1KCAX-AW208458,GOLF,Volkswagen, ,Automatic,2010,176053km,Japan,two wheel drive,1400,Right Hand, ,petrol,5,5,4.21mx1.78mx1.50m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309245-volkswagen-golf-2010.html
A0309238,Toyota Sienta 2008,$1900,NCP81-5082545,SIENTA,Toyota, ,Automatic,2008,115915km,Japan,two wheel drive,1500,Right Hand, ,petrol,7,5,4.10×1.69×1.67 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309238-toyota-sienta-2008.html
A0309241,Volkswagen Golf 2009,$4200,1KAXX-033477,GOLF,Volkswagen, ,Automatic,2009,100707km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.22×1.76×1.46 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309241-volkswagen-golf-2009.html
A0309246,Toyota Ractis 2010,$2400,NCP100-2012536,RACTIS,Toyota, ,Automatic,2010,163523km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309246-toyota-ractis-2010.html
A0309233,Mazda Demio 2014,$3500,DJ5FS-111559,DEMIO,Mazda, ,Automatic,2014,163754km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.91×1.69×1.47 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309233-mazda-demio-2014.html
A0309231,Toyota Altezza 2004,$2500,GXE10-0126567,ALTEZZA,Toyota, ,Automatic,2004,61996km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.50×1.72×1.42 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309231-toyota-altezza-2004.html
A0309230,Toyota Alphard 2002,$3200,ANH10-0007898,ALPHARD,Toyota, ,Automatic,2002,150532km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309230-toyota-alphard-2002.html
A0309239,Toyota Ractis 2006,$2000,NCP100-0063383,RACTIS,Toyota, ,Automatic,2006,124465km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309239-toyota-ractis-2006.html
A0309232,Toyota Ractis 2010,$2400,NCP100-2017797,RACTIS,Toyota, ,Automatic,2010,89417km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309232-toyota-ractis-2010.html
A0309252,Volkswagen Polo 2009,$2800,9NBUD-020033,POLO,Volkswagen,Hatchback ,Automatic,2009,135078km,Japan,two wheel drive,1400,Right Hand, ,petrol,5,5,3.91×1.66×1.48 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309252-volkswagen-polo-2009.html
A0309244,Toyota Ractis 2006,$1900,NCP100-0054161,RACTIS,Toyota, ,Automatic,2006,82089km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:57,ufsauto,https://ufsauto.com/a0309244-toyota-ractis-2006.html
A0309243,Toyota Runx 2002,$3200,NZE121-0170499,RUNX,Toyota, ,Automatic,2002,138503km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309243-toyota-runx-2002.html
A0309260,Toyota Ractis 2011,$2500,NCP120-2015681,RACTIS,Toyota,Hatchback ,Automatic,2011,133834km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.98×1.69×1.60 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309260-toyota-ractis-2011.html
A0309247,Toyota Ractis 2010,$2400,NCP100-2018160,RACTIS,Toyota, ,Automatic,2010,129954km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309247-toyota-ractis-2010.html
A0309250,Mazda Cx-5 2012,$5000,KE2FW-113284,CX-5,Mazda,Hatchback ,Automatic,2012,119279km,Japan,two wheel drive,2200,Right Hand, ,petrol,5,5,4.54×1.84×1.71m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309250-mazda-cx-5-2012.html
A0309254,Toyota Sienta 2008,$1900,NCP81-5055894,SIENTA,Toyota,Hatchback ,Automatic,2008,134324km,Japan,two wheel drive,1500,Right Hand, ,petrol,7,5,4.10×1.69×1.67 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309254-toyota-sienta-2008.html
A0309258,Toyota Ractis 2008,$2400,NCP100-0113635,RACTIS,Toyota,Hatchback ,Automatic,2008,48498km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309258-toyota-ractis-2008.html
A0309253,Toyota Ractis 2010,$2400,NCP100-2002858,RACTIS,Toyota,Hatchback ,Automatic,2010,103200km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:58,ufsauto,https://ufsauto.com/a0309253-toyota-ractis-2010.html
B0309035,Honda Fit 2008,$1700,GE6-1152331,FIT,Honda,Hatchback ,Automatic,2008,128324km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/b0309035-honda-fit-2008.html
A0309248,Toyota Probox 2015,$0,NCP160-0030386,PROBOX,Toyota, ,Automatic,2015,139350km,Japan,two wheel drive,1500,Right Hand, ,petrol,7,5,4.24×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309248-toyota-probox-2015.html
A0309257,Honda Fit 2014,$0,GP5-3097835,FIT,Honda,Hatchback ,Automatic,2014,95511km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309257-honda-fit-2014.html
A0309249,Toyota Alphard 2002,$3200,ANH10-0007105,ALPHARD,Toyota,Hatchback ,Automatic,2002,125802km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309249-toyota-alphard-2002.html
B0309038,Honda Fit 2009,$1700,GE6-1151041,FIT,Honda,Hatchback ,Automatic,2009,95248km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/b0309038-honda-fit-2009.html
A0309259,Toyota Ractis 2009,$2400,NCP100-0129601,RACTIS,Toyota,Hatchback ,Automatic,2009,82111km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309259-toyota-ractis-2009.html
B0309036,Volkswagen Polo 2008,$2400,WVWZZZ0NZ8U034184,POLO,Volkswagen,Hatchback ,Automatic,2008,40379km,Transit,two wheel drive,1400,Right Hand, ,petrol,5,5,3.91×1.66×1.48 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/b0309036-volkswagen-polo-2008.html
A0309295,Toyota Alphard 2005,$3500,ANH10-0121180,ALPHARD,Toyota,Hatchback ,Automatic,2005,128050km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.84×1.82×1.93 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309295-toyota-alphard-2005.html
A0309290,Volkswagen Golf 2014,$0,AUCPT-260055,GOLF,Volkswagen,Hatchback ,Automatic,2014,136634km,Japan,two wheel drive,1400,Right Hand, ,petrol,5,5,4.26×1.80×1.46 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309290-volkswagen-golf-2014.html
B0309037,Honda Fit 2008,$1700,GE6-1173508,FIT,Honda,Hatchback ,Automatic,2008,141514km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/b0309037-honda-fit-2008.html
A0309285,Toyota Probox 2015,$0,NCP160-0026488,PROBOX,Toyota,Hatchback ,Automatic,2015,169689km,Reserved,two wheel drive,1500,Right Hand, ,petrol,7,5,4.24×1.69×1.52 m,NA,2023-10-20 15:09:59,ufsauto,https://ufsauto.com/a0309285-toyota-probox-2015.html
A0309289,Mazda Demio 2010,$1900,DE3FS-309621,DEMIO,Mazda,Hatchback ,Automatic,2010,73405km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88×1.69×1.47 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309289-mazda-demio-2010.html
A0309281,Toyota Ractis 2007,$2100,NCP100-0092399,RACTIS,Toyota,Hatchback ,Automatic,2007,100199km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309281-toyota-ractis-2007.html
A0309284,Toyota Alphard 2006,$3500,ANH10-0157802,ALPHARD,Toyota,Hatchback ,Automatic,2006,225564km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.84×1.82×1.93 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309284-toyota-alphard-2006.html
A0309279,Toyota Wish 2003,$2800,ZNE10-0018799,WISH,Toyota,Hatchback ,Automatic,2003,123827km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309279-toyota-wish-2003.html
A0309283,Toyota Wish 2004,$2600,ZNE10-0190912,WISH,Toyota,Hatchback ,Automatic,2004,177341km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309283-toyota-wish-2004.html
A0309288,Volkswagen Golf 2014,$0,AUCPT-218404,GOLF,Volkswagen,Hatchback ,Automatic,2014,59325km,Japan,two wheel drive,1400,Right Hand, ,petrol,5,5,4.26×1.80×1.46 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309288-volkswagen-golf-2014.html
A0309291,Honda Fit 2010,$2000,GE6-1334902,FIT,Honda,Hatchback ,Automatic,2010,87910km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309291-honda-fit-2010.html
A0309282,Toyota Alphard 2005,$3400,ANH10-0099285,ALPHARD,Toyota,Hatchback ,Automatic,2005,165269km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.84×1.82×1.93 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309282-toyota-alphard-2005.html
A0309294,Toyota Ractis 2007,$2100,NCP100-0070367,RACTIS,Toyota,Hatchback ,Automatic,2007,64741km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.96×1.69×1.63 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309294-toyota-ractis-2007.html
A0309292,Toyota Vanguard 2007,$6400,ACA33-5144323,VANGUARD,Toyota,Hatchback ,Automatic,2007,176794km,Japan,two wheel drive,2400,Right Hand, ,petrol,7,5,4.57×1.81×1.69 m,NA,2023-10-20 15:10:00,ufsauto,https://ufsauto.com/a0309292-toyota-vanguard-2007.html
A0309286,Nissan Dualis 2008,$2800,KNJ10-001928,DUALIS,Nissan,Hatchback ,Automatic,2008,87253km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.31×1.78×1.61 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309286-nissan-dualis-2008.html
A0309298,Honda Fit 2008,$2000,GE6-1153171,FIT,Honda,Hatchback ,Automatic,2008,138383km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309298-honda-fit-2008.html
A0309280,Volkswagen Polo 2010,$2900,6RCBZ-009667,POLO,Volkswagen,Hatchback ,Automatic,2010,137383km,Japan,two wheel drive,1200,Right Hand, ,petrol,5,5,3.99×1.68×1.47 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309280-volkswagen-polo-2010.html
A0309301,Nissan Serena 2014,$0,HC26-108875,SERENA,Nissan,Hatchback ,Automatic,2014,160745km,Reserved,two wheel drive,2000,Right Hand, ,petrol,5,5,4.69×1.69×1.86 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309301-nissan-serena-2014.html
A0309308,Nissan Latio 2014,$0,N17-700711,LATIO,Nissan,Hatchback ,Automatic,2014,67612km,Reserved,two wheel drive,1200,Right Hand, ,petrol,5,5,4.86×1.79×1.47 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309308-nissan-latio-2014.html
A0309304,Mazda Demio 2008,$1900,DE3FS-172904,DEMIO,Mazda,Hatchback ,Automatic,2008,72148km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88×1.69×1.47 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309304-mazda-demio-2008.html
A0309302,Honda Fit 2009,$2000,GE6-1231860,FIT,Honda,Hatchback ,Automatic,2009,103162km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309302-honda-fit-2009.html
A0309306,Toyota Ractis 2009,$2400,NCP100-0135992,RACTIS,Toyota,Hatchback ,Automatic,2009,88643km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.96×1.69×1.63 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309306-toyota-ractis-2009.html
A0309303,Honda Fit 2008,$2100,GE6-1077027,FIT,Honda,Hatchback ,Automatic,2008,77730km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309303-honda-fit-2008.html
A0309296,Nissan Caravan 2015,$0,VW2E26-019680,CARAVAN,Nissan,Hatchback ,Automatic,2015,229236km,Japan,two wheel drive,2500,Right Hand, ,petrol,5,5,4.57×1.68×2.01 m,NA,2023-10-20 15:10:01,ufsauto,https://ufsauto.com/a0309296-nissan-caravan-2015.html
A0309307,Honda Fit 2008,$1900,GE6-1088401,FIT,Honda,Hatchback ,Automatic,2008,122700km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309307-honda-fit-2008.html
A0309311,Honda Fit 2010,$1900,GE6-1350154,FIT,Honda,Hatchback ,Automatic,2010,49542km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309311-honda-fit-2010.html
A0309300,Toyota Alphard 2005,$3400,ANH10-0110967,ALPHARD,Toyota,Hatchback ,Automatic,2005,127829km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.84×1.82×1.93 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309300-toyota-alphard-2005.html
A0309299,Honda Fit 2008,$2000,GE6-1160558,FIT,Honda,Hatchback ,Automatic,2008,47091km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309299-honda-fit-2008.html
A0309310,Toyota Runx 2003,$3200,NZE121-5049433,RUNX,Toyota,Hatchback ,Automatic,2003,71150km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309310-toyota-runx-2003.html
A0309309,Toyota Alphard 2005,$3400,ANH10-0123800,ALPHARD,Toyota,Hatchback ,Automatic,2005,160100km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.84×1.82×1.93 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309309-toyota-alphard-2005.html
A0309262,Honda Fit 2010,$2100,GE6-1410817,FIT,Honda,Hatchback ,Automatic,2010,82855km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309262-honda-fit-2010.html
A0309297,Toyota Probox Van 2007,$2800,NCP50-0066156,PROBOX VAN,Toyota,Hatchback ,Automatic,2007,193021km,Japan,two wheel drive,1300,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/a0309297-toyota-probox-van-2007.html
B0309088,Honda Fit 2009,$1900,GE6-1277216,FIT,Honda,Hatchback ,Automatic,2009,85819km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/b0309088-honda-fit-2009.html
B0309096,Mazda Demio 2008,$1900,DE3FS-170814,DEMIO,Mazda,Hatchback ,Automatic,2008,82910km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:02,ufsauto,https://ufsauto.com/b0309096-mazda-demio-2008.html
B0309095,Mazda Demio 2009,$1800,DE3FS-194537,DEMIO,Mazda,Hatchback ,Automatic,2009,164024km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309095-mazda-demio-2009.html
B0309086,Mazda Demio 2010,$1900,DE3FS-356636,DEMIO,Mazda,Hatchback ,Automatic,2010,165160km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309086-mazda-demio-2010.html
B0309091,Honda Fit 2008,$1900,GE6-1130068,FIT,Honda,Hatchback ,Automatic,2008,111752km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309091-honda-fit-2008.html
B0309090,Mazda Demio 2009,$1900,DE3FS-258907,DEMIO,Mazda,Hatchback ,Automatic,2009,13087km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309090-mazda-demio-2009.html
B0309094,Mazda Demio 2009,$1900,DE3FS-189699,DEMIO,Mazda,Hatchback ,Automatic,2009,42843km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309094-mazda-demio-2009.html
B0309085,Mazda Demio 2010,$1900,DE3FS-311623,DEMIO,Mazda,Hatchback ,Automatic,2010,163993km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309085-mazda-demio-2010.html
B0309092,Honda Fit 2009,$1900,GE6-1222738,FIT,Honda,Hatchback ,Automatic,2009,143435km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309092-honda-fit-2009.html
B0309089,Honda Fit 2008,$1900,GE6-1129902,FIT,Honda,Hatchback ,Automatic,2008,72167km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309089-honda-fit-2008.html
B0309097,Honda Fit 2008,$1800,GE6-1091822,FIT,Honda,Hatchback ,Automatic,2008,48626km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309097-honda-fit-2008.html
B0309083,Honda Fit 2008,$1900,GE6-1138816,FIT,Honda,Hatchback ,Automatic,2008,87191km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309083-honda-fit-2008.html
B0309093,Mazda Demio 2007,$1800,DE3FS-126642,DEMIO,Mazda,Hatchback ,Automatic,2007,87049km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309093-mazda-demio-2007.html
B0309087,Honda Fit 2009,$1900,GE6-1302789,FIT,Honda,Hatchback ,Automatic,2009,144122km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:03,ufsauto,https://ufsauto.com/b0309087-honda-fit-2009.html
B0309079,Honda Fit 2009,$1900,GE6-1198023,FIT,Honda,Hatchback ,Automatic,2009,156578km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309079-honda-fit-2009.html
B0309084,Honda Fit 2008,$1900,GE6-1052813,FIT,Honda,Hatchback ,Automatic,2008,70063km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309084-honda-fit-2008.html
B0309081,Honda Fit 2008,$1900,GE6-1113282,FIT,Honda,Hatchback ,Automatic,2008,118126km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309081-honda-fit-2008.html
B0309074,Mazda Demio 2010,$1900,DE3FS-288876,DEMIO,Mazda,Hatchback ,Automatic,2010,99070km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309074-mazda-demio-2010.html
B0309078,Honda Fit 2008,$1900,GE6-1063023,FIT,Honda,Hatchback ,Automatic,2008,134237km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309078-honda-fit-2008.html
B0309082,Honda Fit 2008,$1900,GE6-1128832,FIT,Honda,Hatchback ,Automatic,2008,102984km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309082-honda-fit-2008.html
B0309077,Mazda Demio 2008,$1800,DE3FS-157257,DEMIO,Mazda,Hatchback ,Automatic,2008,27960km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309077-mazda-demio-2008.html
B0309073,Honda Fit 2008,$2000,GE6-1071972,FIT,Honda,Hatchback ,Automatic,2008,110344km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309073-honda-fit-2008.html
B0309080,Honda Fit 2010,$1900,GE6-1413740,FIT,Honda,Hatchback ,Automatic,2010,21285km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309080-honda-fit-2010.html
B0309076,Honda Fit 2010,$2000,GE6-1505994,FIT,Honda,Hatchback ,Automatic,2010,89140km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/b0309076-honda-fit-2010.html
A0309322,MercedesBenz C250 2008,$5000,204052-189483,C250,MERCEDES BENZ,Hatchback ,Automatic,2008,131890km,Japan,two wheel drive,2500,Right Hand, ,petrol,5,5,4.59×1.77×1.44 m,NA,2023-10-20 15:10:04,ufsauto,https://ufsauto.com/a0309322-mercedes%E7%87%BDenz-c250-2008.html
B0309072,Mazda Demio 2010,$2000,DE3FS-311098,DEMIO,Mazda,Hatchback ,Automatic,2010,207861km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:05,ufsauto,https://ufsauto.com/b0309072-mazda-demio-2010.html
B0309075,Honda Fit 2009,$1900,GE6-1179283,FIT,Honda,Hatchback ,Automatic,2009,156389km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:05,ufsauto,https://ufsauto.com/b0309075-honda-fit-2009.html
A0309332,Toyota Ractis 2007,$2000,NCP100-0095084,RACTIS,Toyota,Hatchback ,Automatic,2007,103455km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95×1.69×1.64 m,NA,2023-10-20 15:10:05,ufsauto,https://ufsauto.com/a0309332-toyota-ractis-2007.html
A0309321,Bmw 323 I Msports 2006,$3000,VB23-27225,323 I MSPORTS,BMW,Hatchback ,Automatic,2006,58703km,Japan,two wheel drive,2500,Right Hand, ,petrol,5,5,4.52×1.81×1.42 m,NA,2023-10-20 15:10:05,ufsauto,https://ufsauto.com/a0309321-bmw-323-i-msports-2006.html
