Stock No,v_name,price,chassis,Model,Make,Boby type,Transmission,Model Year,Mileage,Location,Drive,Engine Size,Steering,Color,Fuel,Seats,Doors,Dimension,Weight, Scrap Date,Source,Link
B0309033,2010 HONDA FIT,$0,GE6-1419282,FIT,Honda,Hatchback ,Automatic,2010,88700km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7412/s/2010-honda-fit/category/3/
B0309032,2010 HONDA FIT,$0,GE6-1413309,FIT,Honda,Hatchback ,Automatic,2010,115832km,Japan,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7411/s/2010-honda-fit/category/3/
B0308060,2009 HONDA FIT,$1750,GE6-1141635,FIT,Honda,Hatchback ,Automatic,2009,105633km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7403/s/2009-honda-fit/category/3/
B0308054,2002 HONDA FIT,$1750,GD1-1125615,FIT,Honda,Hatchback ,Automatic,2002,93254km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.83×1.67×1.52 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7397/s/2002-honda-fit/category/3/
A0308159,2008 TOYOTA RACTIS,$2400,NCP100-0121072,Ractis,Toyota,Hatchback ,Automatic,2008,90998km,Transit,2wd,1500,Right hand,Black ,Petrol,5,5,"3.95m,1.69m,1.64 m",,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7434/s/a0308159-toyota-ractis/category/3/
AB0303093,2011 TOYOTA RACTIS,$3000,NCP120-2011214,Ractis,Toyota,Hatchback ,Automatic,2011,155615km,Durban,2wd,1500,Right hand,Silver ,Petrol,5,5,"3.95m,1.69m,1.64 m",,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7415/s/ab0303093-toyota-ractis/category/3/
A0308164,2006 TOYOTA MARK X,$2200,GRX120-0080235,MARK X,Toyota,Sedan ,Automatic,2006,109312km,Transit,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73*1.77*1.43,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7284/s/2006-toyota-mark-x/category/3/
A0308165,2010 HONDA FIT,$1700,GE6-1394665,FIT,Honda,Hatchback ,Automatic,2010,51505km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.90m,1.69m,1.52 m",0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7285/s/2010-honda-fit/category/3/
B0308065,2008 MAZDA DEMIO,$1800,DE3FS-155475,DEMIO,Mazda,Hatchback ,Automatic,2008,94865km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7408/s/2008-mazda-demio/category/3/
A0309103,2011 MAZDA DEMIO,$0,DE5FS-500315,DEMIO,Mazda,Hatchback ,Automatic,2011,158970km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.88×1.69×1.47 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7293/s/2011-mazda-demio/category/3/
AB0304048,2000 TOYOTA NOAH,$4000,SR40-0238864,Noah,Toyota,Van ,Automatic,2000,213446km,Durban,2wd,2000,Right hand,Silver ,Petrol,5,5,4.56×1.69×1.91 m,,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7417/s/ab0304048-toyota-noah/category/3/
A0309106,2008 TOYOTA AXIO,$0,NZE141-6103329,AXIO,Toyota,Hatchback ,Automatic,2008,212517km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.41×1.69×1.46 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7296/s/2008-toyota-axio/category/3/
A0308167,2003 TOYOTA ALPHARD,$3200,ANH10-0040383,ALPHARD,Toyota,Van ,Automatic,2003,175520km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.80×1.80×1.93 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7287/s/2003-toyota-alphard/category/3/
A0309100,2008 VOLKSWAGEN POLO,$0,WVWZZZ9NZ9U01021?,POLO,Volkswagen,Hatchback ,Automatic,2008,94842km,Japan,2 Wheel Drive,1600,Right hand, ,petrol,5,5,3.91×1.66×1.48 m,0,2023-10-20 15:10:32,ufsauto,https://ufsauto.com/catalog/product/view/id/7290/s/2008-volkswagen-polo/category/3/
A0309102,2010 MAZDA AXELA SPORTS,$0,BLEFW-112821,AXELA SPORTS,Mazda,Hatchback ,Automatic,2010,196302km,Japan,2 Wheel Drive,2000,Right hand, ,petrol,5,5,4.49×1.75×1.46 m,0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7292/s/2010-mazda-axela%20sports/category/3/
A0309108,2011 VOLKSWAGEN POLO,$2900,6RCBZ-WVWZZZ6RZBU087893,POLO,Volkswagen,Hatchback ,Automatic,2011,80677km,Transit,2 Wheel Drive,1200,Right hand, ,petrol,5,5,"3.99m,1.68m,1.47m",0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7297/s/2011-volkswagen-polo/category/3/
A0309104,2009 MAZDA DEMIO,$0,DE3FS-189829,DEMIO,Mazda,Hatchback ,Automatic,2009,177630km,Japan,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7294/s/2009-mazda-demio/category/3/
A0308163,2002 TOYOTA ALPHARD,$3500,MNH10-0017955,ALPHARD,Toyota,Van ,Automatic,2002,186455km,Transit,2 Wheel Drive,3000,Right hand, ,petrol,5,5,"4.85m,1.82m,1.93 m",0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7283/s/2002-toyota-alphard/category/3/
A0308166,2003 TOYOTA RAUM,$2300,NCZ20-0019657,RAUM,Toyota,Hatchback ,Automatic,2003,113369km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"4.04m,1.69m,1.53m",0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7286/s/2003-toyota-raum/category/3/
A0309109,2015 NISSAN VANETTE,$0,VM20-083806,VANETTE,Nissan,Hatchback ,Automatic,2015,128248km,Reserved,2 Wheel Drive,1600,Right hand, ,petrol,5,5,4.40×1.69×1.85 m,0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7298/s/2015-nissan-vanette/category/3/
A0309105,2010 TOYOTA RACTIS,$0,NCP100-2005528,RACTIS,Toyota,Hatchback ,Automatic,2010,142740km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7295/s/2010-toyota-ractis/category/3/
A0309076,2015 MAZDA CX-5,$0,KE2FW-210295,CX-5,Mazda,Hatchback ,Automatic,2015,153247km,Reserved,2 Wheel Drive,2200,Right hand, ,petrol,5,5,4.54×1.84×1.70 m,0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7289/s/2015-mazda-cx-5/category/3/
A0308168,2006 TOYOTA SIENTA,$1700,NCP81-0141763,SIENTA,Toyota,Mini Van ,Automatic,2006,73271km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.10*1.69*1.67,0,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7288/s/2006-toyota-sienta/category/3/
B0309121,2009 MAZDA DEMIO,$2200,DE5FS-251665,Demio,Mazda,Hatchback ,Automatic,2009,100531km,Japan,2wd,1500,Right hand,Black ,Petrol,5,5,3.88×1.69×1.47 m,,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7453/s/b0309121-mazda-demio/category/3/
B0309124,2008 MAZDA DEMIO,$1800,DE3FS-160071,Demio,Mazda,Hatchback ,Automatic,2008,59811km,Japan,2wd,1300,Right hand,Red ,Petrol,5,5,"3.88m,1.69m,1.47m",,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7456/s/b0309124-mazda-demio/category/3/
B0309125,2009 MAZDA DEMIO,$2200,DE5FS-250572,Demio,Mazda,Hatchback ,Automatic,2009,197861km,Japan,2wd,1500,Right hand,Black ,Petrol,5,5,3.88×1.69×1.47 m,,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7457/s/b0309125-mazda-demio/category/3/
B0309118,2011 HONDA FIT,$2100,GE6-1508973,Fit,Honda,Hatchback ,Automatic,2011,45000km,Japan,2wd,1300,Right hand,Red ,Petrol,5,5,"3.92m,1.69m,1.52m",,2023-10-20 15:10:33,ufsauto,https://ufsauto.com/catalog/product/view/id/7450/s/b0309118-honda-fit/category/3/
AB0306012,2007 TOYOTA VITZ,$2000,SCP90-2023842,Vitz,Toyota,Hatchback ,Automatic,2007,42057km,Durban,2wd,1300,Right hand,Gray ,Petrol,5,5,3.78×1.69×1.52 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7423/s/ab0306012-toyota-vitz/category/3/
B0309123,2008 HONDA FIT,$1700,GE6-1132460,Fit,Honda,Hatchback ,Automatic,2008,160669km,Japan,2wd,1300,Right hand,Black ,Petrol,5,5,"3.92m,1.69m,1.52m",,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7455/s/b0309123-honda-fit/category/3/
B0309120,2004 HONDA FIT,$1800,GD1-2131225,Fit,Honda,Hatchback ,Automatic,2004,69567km,Japan,2wd,1300,Right hand,Gray ,Petrol,5,5,3.84×1.67×1.52 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7452/s/b0309120-honda-fit/category/3/
A0306091,2007 TOYOTA REGIUS ACE,$0,KDH205-0034882,Regius Ace,Toyota,Van ,Automatic,2007,168283km,Durban,2wd,2500,Right hand,White ,Petrol,5,5,4.69×1.69×2.28 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7426/s/a0306091-toyota-regius-ace/category/3/
A0306090,2006 TOYOTA REGIUS ACE,$0,KDH205-5005130,Regius Ace,Toyota,Van ,Automatic,2006,238222km,Durban,2wd,2500,Right hand,White ,Petrol,5,5,4.69×1.69×2.28 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7425/s/a0306090-toyota-regius-ace/category/3/
B0309122,2009 HONDA FIT,$1800,GE6-1246899,Fit,Honda,Hatchback ,Automatic,2009,74788km,Japan,2wd,1300,Right hand,Silver ,Petrol,5,5,"3.92m,1.69m,1.52m",,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7454/s/b0309122-honda-fit/category/3/
B0309119,2007 HONDA FIT,$1800,GD1-2387823,Fit,Honda,Hatchback ,Automatic,2007,102582km,Japan,2wd,1300,Right hand,Blue ,Petrol,5,5,3.84×1.67×1.52 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7451/s/b0309119-honda-fit/category/3/
A0305106,2005 TOYOTA HIACE VAN,$5500,KDH200-0023115,Hiace Van,Toyota,Van ,Automatic,2005,308100km,Durban,2wd,2500,Right hand,Silver ,Petrol,5,5,4.83×1.69×1.98 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7420/s/a0305106-toyota-hiace-van/category/3/
A0306148,2006 TOYOTA HIACE VAN,$5800,KDH200-5011488,Hiace Van,Toyota,Van ,Automatic,2006,230748km,Durban,2wd,2500,Right hand,Silver ,Petrol,5,5,"4.69m,1.69m,1.99m",,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7427/s/a0306148-toyota-hiace-van/category/3/
A0307191,2009 MERCEDES C200,$0,204041-218808,C200,Mercedes Benz,Sedan ,Automatic,2009,89740km,Transit,2wd,1800,Right hand,White ,Petrol,5,5,4.59×1.77×1.44 m,,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/a0307191-mercedes-c200.html
A0309117,1997 TOYOTA REGIUS ACE,$4100,RCH41-0016867,REGIUS ACE,Toyota,Van ,Automatic,1997,109304km,Japan,2 Wheel Drive,2700,Right hand, ,petrol,5,5,4.75×1.69×1.96 m,0,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7305/s/1997-toyota-regius%20ace/category/3/
A0309111,2007 TOYOTA MARK X,$2200,GRX120-3047595,MARK X,Toyota,Hatchback ,Automatic,2007,130972km,Transit,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73×1.77×1.43 m,0,2023-10-20 15:10:34,ufsauto,https://ufsauto.com/catalog/product/view/id/7300/s/2007-toyota-mark%20x/category/3/
A0309119,2010 VOLKSWAGEN POLO,$2600,6RCBZ-AU071885,POLO,Volkswagen,Hatchback ,Automatic,2010,133544km,Transit,2 Wheel Drive,1200,Right hand, ,petrol,5,5,"3.99m,1.68m,1.47m",0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7307/s/2010-volkswagen-polo/category/3/
A0309126,2010 AUDI A3 SPORTS,$2800,8PCAX-134903,A3 SPORTS,Audi,Hatchback ,Automatic,2010,105714km,Japan,2 Wheel Drive,1400,Right hand, ,petrol,5,5,4.32×1.78×1.46 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7313/s/2010-audi-a3%20sports/category/3/
A0309113,2014 MAZDA DEMIO,$3800,DJ5FS-105565,DEMIO,Mazda,Hatchback ,Automatic,2014,149797km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.91×1.69×1.47 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7301/s/2014-mazda-demio/category/3/
A0309124,2007 TOYOTA MARK X,$2200,GRX120-3029037,MARK X,Toyota,Hatchback ,Automatic,2007,125089km,Transit,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73×1.77×1.43 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7312/s/2007-toyota-mark%20x/category/3/
A0309118,2006 TOYOTA WISH,$2600,ZNE10-0321041,WISH,Toyota,Hatchback ,Automatic,2006,104654km,Japan,2 Wheel Drive,1800,Right hand, ,petrol,5,5,4.55×1.69×1.59 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7306/s/2006-toyota-wish/category/3/
A0309122,2005 TOYOTA MARK X,$2200,GRX120-0012369,MARK X,Toyota,Hatchback ,Automatic,2005,177348km,Transit,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73×1.77×1.43 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7310/s/2005-toyota-mark%20x/category/3/
A0309116,2009 TOYOTA RAUM,$2300,NCZ20-0133476,RAUM,Toyota,Hatchback ,Automatic,2009,119681km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"4.04m,1.69m,1.53m",0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7304/s/2009-toyota-raum/category/3/
A0309123,2012 MAZDA CX-5,$5200,KE2FW-105893,CX-5,Mazda,Hatchback ,Automatic,2012,140008km,Japan,2 Wheel Drive,2200,Right hand, ,petrol,5,5,4.54×1.84×1.71 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7311/s/2012-mazda-cx-5/category/3/
A0309115,2007 TOYOTA RACTIS,$2100,NCP100-0080092,RACTIS,Toyota,Hatchback ,Automatic,2007,77741km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7303/s/2007-toyota-ractis/category/3/
A0309110,2010 TOYOTA RACTIS,$2500,NCP100-0150287,RACTIS,Toyota,Hatchback ,Automatic,2010,168553km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7299/s/2010-toyota-ractis/category/3/
A0309114,2012 NISSAN JUKE,$3200,YF15-209150,JUKE,Nissan,Hatchback ,Automatic,2012,164095km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.13×1.76×1.56 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7302/s/2012-nissan-juke/category/3/
B0308026,2010 MAZDA DEMIO,$0,DE3FS-302502,DEMIO,Mazda,Hatchback ,Automatic,2010,60952km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7372/s/2010-mazda-demio/category/3/
B0308036,2010 HONDA FIT,$1750,GE6-1427099,FIT,Honda,Hatchback ,Automatic,2010,81904km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:35,ufsauto,https://ufsauto.com/catalog/product/view/id/7382/s/2010-honda-fit/category/3/
A0309120,2008 TOYOTA RACTIS,$2500,NCP100-0115699,RACTIS,Toyota,Hatchback ,Automatic,2008,33974km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7308/s/2008-toyota-ractis/category/3/
B0308032,2008 MAZDA DEMIO,$0,DE3FS-135542,DEMIO,Mazda,Hatchback ,Automatic,2008,109060km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7378/s/2008-mazda-demio/category/3/
B0308041,2007 HONDA FIT,$1750,GE6-1001721,FIT,Honda,Hatchback ,Automatic,2007,91750km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7386/s/2007-honda-fit/category/3/
B0308045,2009 MAZDA DEMIO,$1900,DE3FS-199880,DEMIO,Mazda,Hatchback ,Automatic,2009,67104km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.88×1.69×1.47 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7390/s/2009-mazda-demio/category/3/
B0308049,2010 MAZDA DEMIO,$1900,DE3FS-290725,DEMIO,Mazda,Hatchback ,Automatic,2010,71291km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.88×1.69×1.47 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7394/s/2010-mazda-demio/category/3/
B0308047,2008 HONDA FIT,$1800,GE6-1124365,FIT,Honda,Hatchback ,Automatic,2008,39618km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7392/s/2008-honda-fit/category/3/
B0308028,2009 HONDA FIT,$0,GE6-1276224,FIT,Honda,Hatchback ,Automatic,2009,99426km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7374/s/2009-honda-fit/category/3/
B0308038,2010 HONDA FIT,$1750,GE6-1413632,FIT,Honda,Hatchback ,Automatic,2010,66240km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7383/s/2010-honda-fit/category/3/
A0309121,2010 NISSAN X-TRAIL,$3000,NT31-200717,X-TRAIL,Nissan,Hatchback ,Automatic,2010,124608km,Japan,2 Wheel Drive,2000,Right hand, ,petrol,5,5,4.61×1.78×1.71 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7309/s/2010-nissan-x-trail/category/3/
B0308048,2010 HONDA FIT,$1750,GE6-1406705,FIT,Honda,Hatchback ,Automatic,2010,98708km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7393/s/2010-honda-fit/category/3/
B0308052,2008 HONDA FIT,$1900,DE3FS-156073,FIT,Honda,Hatchback ,Automatic,2008,33223km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.88×1.69×1.47 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7395/s/2008-honda-fit/category/3/
B0308025,2008 HONDA FIT,$0,GE6-1117670,FIT,Honda,Hatchback ,Automatic,2008,152520km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7371/s/2008-honda-fit/category/3/
B0308039,2009 HONDA FIT,$1750,GE6-1305125,FIT,Honda,Hatchback ,Automatic,2009,46510km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:36,ufsauto,https://ufsauto.com/catalog/product/view/id/7384/s/2009-honda-fit/category/3/
B0301001,2008 HONDA FIT,$1900,GE6-1098044,Fit,Honda,Hatchback ,Automatic,2008,142945km,Japan,2wd,1300,Right hand,Red ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7459/s/b0301001-honda-fit/category/3/
B0308040,2008 HONDA FIT,$1750,GE6-1136392,FIT,Honda,Hatchback ,Automatic,2008,101268km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7385/s/2008-honda-fit/category/3/
B0301004,2006 HONDA FIT,$1900,GD1-2356827,Fit,Honda,Hatchback ,Automatic,2006,213409km,Japan,2wd,1300,Right hand,Purple ,Petrol,5,5,3.84×1.67×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7462/s/b0301004-honda-fit/category/3/
A0309439,2010 VW GOLF,$2800,1KCAX-BW098866,Golf,Volkswagen,Hatchback ,Automatic,2010,76724km,Japan,2wd,1400,Right hand,Silver ,Petrol,5,5,"4.21m,1.78m,1.50m",,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7470/s/a0309439-vw-golf/category/3/
B0301003,2007 MAZDA DEMIO,$2000,DE3FS-121978,Demio,Mazda,Hatchback ,Automatic,2007,48180km,Japan,2wd,1300,Right hand,Purple ,Petrol,5,5,3.88×1.69×1.47 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7461/s/b0301003-mazda-demio/category/3/
A0309440,2010 VW GOLF,$4700,1KCCZ-WVWZZZ1KZAW015096,Golf,Volkswagen,Hatchback ,Automatic,2010,73185km,Japan,2wd,2000,Right hand,White ,Petrol,5,5,4.21×1.79×1.46 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7471/s/a0309440-vw-golf/category/3/
A0309449,2007 NISSAN X-TRAIL,$2900,NT31-010463,X-Trail,Nissan,Suv ,Automatic,2007,102980km,Japan,2wd,2000,Right hand,Red ,Petrol,5,5,4.59×1.78×1.70 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7479/s/a0309449-nissan-x-trail/category/3/
B0301006,2009 HONDA FIT,$1900,GE6-1300834,Fit,Honda,Hatchback ,Automatic,2009,144957km,Japan,2wd,1300,Right hand,Black ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7464/s/b0301006-honda-fit/category/3/
A0309446,2003 TOYOTA ALPHARD,$3200,ANH10-0029274,Alphard,Toyota,Van ,Automatic,2003,185178km,Japan,2wd,2400,Right hand,Pearl-White ,Petrol,5,5,4.82×1.82×1.93 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7476/s/a0309446-toyota-alphard/category/3/
B0301005,2009 HONDA FIT,$1900,GE6-1271516,Fit,Honda,Hatchback ,Automatic,2009,145125km,Japan,2wd,1300,Right hand,Light Blue ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7463/s/b0301005-honda-fit/category/3/
A0309448,2012 TOYOTA SIENTA,$2400,NCP81-5182464,Sienta,Toyota,Mini Van ,Automatic,2012,90211km,Japan,2wd,1500,Right hand,Purple ,Diesel,7,5,"4.10m,1.69m,1.67m",,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7478/s/a0309448-toyota-sienta/category/3/
A0309438,2008 HONDA FIT,$2400,GE8-1026048,Fit,Honda,Hatchback ,Automatic,2008,121405km,Japan,2wd,1500,Right hand,Blue ,Petrol,5,5,3.92×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7469/s/a0309438-honda-fit/category/3/
B0301007,2010 HONDA FIT,$1900,GE6-1426423,Fit,Honda,Hatchback ,Automatic,2010,98725km,Japan,2wd,1300,Right hand,Silver ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7465/s/b0301007-honda-fit/category/3/
B0301002,2007 HONDA FIT,$1900,GE6-1005794,Fit,Honda,Hatchback ,Automatic,2007,104410km,Japan,2wd,1300,Right hand,Black ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:37,ufsauto,https://ufsauto.com/catalog/product/view/id/7460/s/b0301002-honda-fit/category/3/
B0309126,2009 HONDA FIT,$1800,GE6-1180215,Fit,Honda,Hatchback ,Automatic,2009,76556km,Japan,2wd,1300,Right hand,Black ,Petrol,5,5,"3.92m,1.69m,1.52m",,2023-10-20 15:10:38,ufsauto,https://ufsauto.com/catalog/product/view/id/7458/s/b0309126-honda-fit/category/3/
B0308034,2008 MAZDA DEMIO,$0,DE3FS-157616,DEMIO,Mazda,Hatchback ,Automatic,2008,84607km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:38,ufsauto,https://ufsauto.com/catalog/product/view/id/7380/s/2008-mazda-demio/category/3/
B0301012,2008 HONDA FIT,$1800,GE6-1148142,Fit,Honda,Hatchback ,Automatic,2008,91155km,Japan,2wd,1300,Right hand,Silver ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:38,ufsauto,https://ufsauto.com/catalog/product/view/id/7489/s/b0301012-honda-fit/category/3/
B0301010,2009 HONDA FIT,$1800,GE6-1275345,Fit,Honda,Hatchback ,Automatic,2009,188781km,Japan,2wd,1300,Right hand,Black ,Petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:10:38,ufsauto,https://ufsauto.com/catalog/product/view/id/7487/s/b0301010-honda-fit/category/3/
